issueKey,summary,created,resolved,status,priority,severity,labels,components,Bug Detection Phase,linked_pr_number,is_escaped_defect
IO-103247,Travis | [integrator-adaptor] | Job=7,2024-11-13T17:08:00.788+0530,2025-04-15T14:40:18.039+0530,Released,P4,S2,,EDI,,,False
IO-103235,"User is redirecting to SkillJar (Celigo university) once we login EU, when we have an open session on NA ",2024-11-13T14:56:00.266+0530,2025-03-25T11:33:35.186+0530,Pending Release,P3,S3,,Core,,,False
IO-103220,Celigo chatbot icon is not opening,2024-11-13T13:27:59.190+0530,,Released,P1,S2,AI/ML,UI - AI/ML,,,False
IO-103215,BE- API /api/apim/redirect and /api/apim/apis?page=1&perPage=1000 giving 403 for admin role,2024-11-13T13:22:24.306+0530,,Released,P2,S2,APIM,Core,,,False
IO-103214,Alignment issue on borrow concurrency dropdown (Multi API type - Multi version connections),2024-11-13T13:18:42.025+0530,,Released,P3,S3,,UI,,,False
IO-103197,Check unexpected pings from FTP to file-adaptor and reduce/remove them,2024-11-13T11:59:04.119+0530,2025-07-29T17:12:56.734+0530,Pending Release,P2,S2,,DB Adaptor,,,False
IO-103196,Surge in file-adaptor Splunk logs,2024-11-13T11:49:16.420+0530,,Pending Release,P1,S2,,File Adaptor,,,False
IO-103177,"adaptorType=HTTPExport, exception=TypeError: httpConnectorApiIdOnConnection.equals is not a function",2024-11-13T10:55:36.709+0530,2025-03-19T12:43:42.618+0530,Released,P2,S2,PIA_Approved,Adaptor,,,False
IO-103168,Tooltip Blocks Option Selection in Mapping Dropdown,2024-11-13T10:27:30.374+0530,,Released,P3,S3,slackReported,UI - Usability,,,False
IO-103156,Unable to save the mapping for the variations which has space in it,2024-11-12T22:13:23.180+0530,,Released,P2,S2,Dependency_IA;Impacting_IA_By_IO_Bug;ReportedByIA;jira_-_netsuite_connector;jira_escalated,Mapping;UI,,,False
IO-103144,Update Pendo version in pendo.js,2024-11-12T19:19:27.772+0530,,Released,P2,S2,,UI,,,False
IO-103142,All Oauth Connections is going offline while re-authorise and basic/token form is incorrect after migration,2024-11-12T18:30:26.465+0530,2025-03-26T22:00:14.933+0530,Released,P2,S2,Assistant2.0,Adaptor;Connector framework,,,False
IO-103133,Remove zendesk chat support,2024-11-12T17:32:07.151+0530,,Released,P1,S2,,UI,,,False
IO-103126,QA | cancelling multi export flow only cancels the exports which are picked by flow job and does not cancel the pending exports,2024-11-12T16:56:23.909+0530,,Released,P2,S2,,UI - Flow Builder,,,False
IO-103122,Save and close is not working for notify me radio button,2024-11-12T16:36:56.281+0530,,Released,P2,S2,,UI,,,False
IO-103112,[BE] Unable to invite a user with accountSSORequired as true from non-prod env.,2024-11-12T15:52:24.736+0530,,Released,P1,S1,,Core,,,False
IO-103086,Session Invalidates When User Cancels MFA Setup,2024-11-12T12:45:11.427+0530,,Pending Release,P2,S2,,Core,,,False
IO-103085,{Production}Unable to configure SFTP connection during the installation of CAM IA with new licensing model.,2024-11-12T12:39:45.389+0530,,Released,P1,S1,,Core,,,False
IO-103080,Delta export throwing error when used FIELDS(ALL) in the soql query,2024-11-12T12:27:21.960+0530,,Released,P2,S3,jira_escalated;slackReported,Salesforce Adaptor (Node.js),,,False
IO-103027,Fix Cache Clearance Issue Affecting Pendo Tracking and In-App Notifications for Integrator.io Users,2024-11-11T21:04:00.345+0530,,Released,P1,S2,,UI,,,False
IO-103025,"The cursor moves to the end when there are double quotes with handlebars, and when data is entered in the handlebar.",2024-11-11T20:51:53.000+0530,,Released,P2,S2,slackReported,UI - Usability,,,False
IO-103021,[BE] Unable to transfer account ownership to a production admin,2024-11-11T19:44:50.650+0530,,Released,P2,S2,,Core,,,False
IO-103005,[BE] Unable to receive the emails when the user has dismissed/accepted the stack invite from a non-prod env.,2024-11-11T16:21:44.943+0530,,Released,P2,S2,,Core,,,False
IO-102955,UI- API setting details are visible incorrect for admin role.,2024-11-11T11:58:01.026+0530,,Released,P2,S2,APIM,Core,,,False
IO-102950,Implement Retry logic for SSL Decryption Failed or Bad Record MAC error,2024-11-11T11:27:13.253+0530,,Released,P1,S2,,NetSuite Adaptor (Node.js),,,False
IO-102943,FDRs with [0].  & 0. reference are not generating data,2024-11-11T11:00:35.896+0530,,Released,P1,S1,,EDI,,,False
IO-102896,Bug for updating label in the checboxFx components,2024-11-11T09:03:32.373+0530,,Released,P4,S3,,UI - Usability,,,False
IO-102890,EP -pod restarts with TypeError: 'get' on proxy: property 'length' is a read-only and non-configurable data property on the proxy target but the proxy did not return its actual value ,2024-11-10T14:44:44.845+0530,,Released,P1,S1,,Adaptor,,,False
IO-102874,MongoDB exports are failing with error code missing_delta_startDate,2024-11-08T17:31:56.926+0530,,Released,P1,S1,slackReported,Adaptor,,11444,False
IO-102871,"Gdrive 2.0 - For the existing connection, In the HTTP form view, after adding values to custom settings, the ""Save and Authorize"" button is unclickable. ",2024-11-08T16:56:01.839+0530,,Released,P2,S2,,UI,,,False
IO-102861,error: api /v1/connections/:connectionId/proxy WebSocketClientError: The connection to the server was closed unexpectedly.,2024-11-08T16:11:56.327+0530,,Released,P1,S1,,Adaptor,,,False
IO-102812,verification failed by trading parter when encryption set to none and encoding set to binary,2024-11-08T12:58:08.162+0530,,Released,P4,S2,,AS2,,,False
IO-102806,Salesforce Export Preview Fails When lastExportDateTime is Included in SOQL Query for Delta Type,2024-11-08T12:11:11.030+0530,,Released,P2,S3,,Salesforce Adaptor (Node.js),,,False
IO-102800,UncaughtException : Cannot set headers after they are sent to the client,2024-11-08T11:48:59.291+0530,,Released,P3,S2,,Core,,,False
IO-102772,Text in flow group move characters to next line were 1 char is remaining,2024-11-08T10:27:18.804+0530,,Released,P1,S2,slackReported,UI - Usability,,,False
IO-102761,Modify Existing Handlebar using Celigo AI in XML Format is generating error,2024-11-08T09:21:55.191+0530,,Released,P1,S2,,AI/ML - BE,,,False
IO-102746,[NA PROD]EU redirection is not working as expected in NA region,2024-11-07T21:01:06.332+0530,,Released,P1,S1,,UI,,,False
IO-102737,"Unexpected end of JSON input, Status code: 400 | CS-8779",2024-11-07T19:43:08.808+0530,,Released,P1,S1,,Adaptor,,,False
IO-102706,"""No Generator Definitions Match Your Search Item"" Message Not Displayed in Sentence Case",2024-11-07T16:01:36.828+0530,,Released,P2,S2,,UI,,,False
IO-102696,"job.startedAt field is considered string in Preview screen, whereas when running the flow the dataType is considered as dateTime",2024-11-07T15:01:06.697+0530,,Open,P3,S2,,Adaptor,,,False
IO-102693,[UI]visibility of lengthier non prod names for owner account in the dropdown,2024-11-07T13:58:44.733+0530,,Released,P2,S2,,UI,,,False
IO-102689,UI - Screen must be reload/updated after new environment creation.,2024-11-07T12:45:24.439+0530,,Released,P3,S2,APIM,UI,,,False
IO-102687,API api/apim/redirect 403 redirection call for non prod environment ,2024-11-07T12:35:49.808+0530,,Released,P2,S1,,Core,,,False
IO-102658,observing TypeError: Cannot read properties of undefined (reading 'options') for /api/pageProcessors/preview,2024-11-07T11:49:54.309+0530,,Released,P2,S2,,Adaptor,,,False
IO-102638,[EDI dashboard] download icon background is turning dark when filters are selected,2024-11-07T11:06:55.534+0530,,Released,P1,S1,,UI,,,False
IO-102635,User is able to view the Production audit logs while downloading the sandbox audit logs (standalone flows),2024-11-07T11:01:59.450+0530,,Released,P2,S2,,Core,,10250,False
IO-102599,Application Filter Selection Syncs Across Production and Sandbox Environments,2024-11-07T09:26:49.893+0530,,Released,P3,S3,,UI,,,False
IO-102592,CSV Preview throws  Unexpected Error for Missing Columns and Inconsistent Row Lengths ,2024-11-07T00:06:17.560+0530,,Released,P2,S2,LookupCacheBugs,Epic,,,False
IO-102579,[UI]User navigation to next env is not happening correctly when current env is disabled or when user lost access for that env ,2024-11-06T18:48:56.409+0530,,Released,P2,S2,,UI,,,False
IO-102534,APIM enabling environment post disabling environment is not working,2024-11-06T15:05:54.144+0530,,Released,P2,S2,APIM,Core,,,False
IO-102519,No Data Displayed in Panels and Request URL Disappears After Clicking Preview for Zero-Result Lookup,2024-11-06T13:12:35.166+0530,,Open,P2,S2,Dependency-UI;Slack;UI;UI_dependency;dependency_UI,API (api.integrator.io),,,False
IO-102494,User is unable to sign out from celigo University when we have an open IO session,2024-11-06T12:26:54.427+0530,,Released,P2,S2,,Core,,,False
IO-102373,Few errors are in open state even for script error even when the rate limit errors got resolved ,2024-11-05T21:27:05.258+0530,,Analysis,P3,S3,Core_Team_Triage;PG3-Worker;Worker-MS;Worker-Monolith,Core-Workers,,,False
IO-102369,[UI] Can't borrow concurrency from certain connections,2024-11-05T20:28:43.949+0530,,Released,P1,S2,jira_escalated,Flow Builder,,,False
IO-102261,The Auth header must remain hidden when the User populates the Mock response with live data.,2024-11-05T13:30:45.222+0530,,Released,P1,S3,,HTTP Adaptor,,,False
IO-102210,UI Toggles Do Not Reflect Account-Level Settings for Existing Users on Integration Invite Page,2024-11-05T10:59:52.744+0530,,Released,P2,S2,Slack;slackReported,UI,,,False
IO-102123,Getting Server Error : when attempting to create an export/import with more than  1000 cacheLookups,2024-11-04T23:07:03.556+0530,,Released,P3,S2,LookupCacheBugs,Epic,,,False
IO-102095,Rate limit errors retry | OneToMany Lookup,2024-11-04T19:01:02.255+0530,,On hold,P2,S2,Core_Team_Triage;PG3-Worker,Core-Workers,,,False
IO-102026,Line height should be added to the email template ,2024-11-04T13:17:12.305+0530,,Released,P3,S3,,Core,,,False
IO-102001,Query generated by CeligoAI for SOQL connector is wrong ,2024-11-04T11:31:45.202+0530,,Released,P1,S1,,AI/ML - BE,,,False
IO-101872,Shopify Assistant API : Unable to setup connection in shared IO account,2024-10-31T03:09:10.558+0530,,Open,P2,S2,Assistant2.0,Connection Assistant,,,False
IO-101839,Travis test case fix | [integrator-adaptor] | [Mapping-Hooks-Util1] | [master],2024-10-30T17:11:09.082+0530,,Released,P2,S2,,Adaptor,,,False
IO-101788,ignoreEmptyNodes field for async import is causing unexpected json errors for request body,2024-10-30T11:45:12.468+0530,,Released,P2,S2,,HTTP Adaptor,,10719,False
IO-101759,No such key found error (same S3 message getting repeatedly processed),2024-10-30T05:12:46.856+0530,,Analysis,P2,S2,Core_Team_Triage;Must_Have;PG3-Worker;SplunkError;Worker-MS,Core-Workers,,,False
IO-101758,Crash recovery logs during realtime message processing,2024-10-30T04:56:20.886+0530,,Released,P2,S2,SplunkError,Core-Workers,,,False
IO-101757,qConsumerStarted happen right after the qLockRemoval on a given worker,2024-10-30T04:26:26.214+0530,,Released,P2,S2,SplunkError,Core-Workers,,,False
IO-101731,Flows are not getting disabled for some accounts intermittently even after license got expired before 2-3 hour in qa and iaqa env,2024-10-29T17:14:03.541+0530,,Released,P2,S2,,Core,,,False
IO-101711,The wrong error message is displayed for the relative URI when pagination is added.,2024-10-29T15:37:43.434+0530,,Released,P2,S3,,UI - Usability,,9764,False
IO-101707,Newly Created GraphQL Export Not Visible in Existing Flow Steps,2024-10-29T15:26:37.799+0530,,Released,P2,S2,Slack;slackReported,Adaptor,,,False
IO-101664,No Popup Appears When Deleting from flow from Flow Builder Page,2024-10-29T12:39:08.916+0530,,Released,P3,S3,,UI,,9878,False
IO-101645,Observing  logName=exceedingTimeLimit logs for partition=0 in qa.staging env for error management,2024-10-29T11:16:44.844+0530,2025-04-22T17:05:10.030+0530,Released,P2,S2,,Core,,,False
IO-101641,"Observing no traffic for error management in staging env after logName=kafkajsLogs, source=Consumer, event=Crash: KafkaJSNonRetriableError: Maximum call stack size exceeded, message",2024-10-29T11:02:32.695+0530,,Pending Release,P1,S1,,Core,,,False
IO-101605,AM and PM should be caps in timestamp,2024-10-29T00:04:12.139+0530,2025-04-16T16:13:38.520+0530,Released,P3,S3,NeedsPMTriage;slackReported,UI,,,False
IO-101599,Spacing between radio button in netsuite is missing in search criteria,2024-10-28T19:07:37.284+0530,,Released,P3,S3,,UI - Usability,,,False
IO-101557,Fix vulnerabilities in integrator-app-ui,2024-10-28T16:14:21.983+0530,,Pending Release,P2,S2,,UI,,,False
IO-101554,User Cannot Perform Actions After Accepting Owner Invite,2024-10-28T15:49:57.500+0530,2025-03-24T16:12:25.067+0530,Released,P2,S2,Engg_Triaged;triaged,Core,,,False
IO-101553,Server restart on netsuite-distributed-adaptor,2024-10-28T15:45:36.203+0530,,Released,P1,S2,,NetSuite Adaptor (Node.js),,,False
IO-101527,user is able to view the Production audit logs in sandbox standalone tile,2024-10-28T13:00:19.951+0530,,Released,P2,S2,jira_escalated,UI,,,False
IO-101520,ediutility version mismatched ,2024-10-28T11:45:19.134+0530,,Released,P1,S1,,Adaptor,,,False
IO-101473,Tooltip has more spacing in export form,2024-10-28T10:27:45.669+0530,,Pending Release,P3,S3,,UI - Usability,,,False
IO-101429,"Nov Windows Agents |  Running flow using agent, on updating token in agent message ""Agent is currently processing requests, token will be updated when Agent becomes idle."" comes up causing heartbeat failure, token not getting auto updated now",2024-10-25T15:14:52.403+0530,2025-06-26T14:37:11.199+0530,Pending Release,P2,S2,Agents,On-Premise Agent,,,False
IO-101419,"[Patch]Getting ""cannot read properties of undefined"" in mapping preview when input has array data and the keys has periods in it",2024-10-25T13:58:46.719+0530,,Released,P2,S2,LookupCacheBugs;Patch_LookupCache,Mapping,,,False
IO-101407,Fix jsonpath-plus vulnerability in integrator-models - system-apis,2024-10-25T12:10:46.785+0530,2025-05-22T12:44:12.362+0530,Released,P4,S3,,Core,,,False
IO-101397,{Prod & Staging}Walmart IA Installation is failing at Walmart connection setup step.,2024-10-25T11:27:46.421+0530,,Released,P2,S2,Impacting_IA_By_IO_Bug,UI,,,False
IO-101362,Unable to Replace Connection in Async Helper Exports,2024-10-25T09:10:48.400+0530,,Released,P2,S2,slackReported,Core,,,False
IO-101259,uncaughtException: TypeError: Cannot set property '0' of undefined,2024-10-24T17:44:21.062+0530,,Pending Release,P1,S1,SplunkError,Core-Workers,,,False
IO-101258,uncaughtException: TypeError: Cannot read property 'code' of undefined,2024-10-24T17:42:03.908+0530,,Released,P2,S2,SplunkError,Core-Workers,,,False
IO-101216,[IAQA] -Flows are staying in-progress,2024-10-24T14:51:50.474+0530,,Released,P1,S2,Dependency_IA;IA_Automation;Impacting_IA_By_IO_Bug;ReportedByIA,Core-Workers,,,False
IO-101214,[UI] Addressing the lengthier Non prod environment names in leftNav bar/ DROPDOWN ,2024-10-24T14:33:44.311+0530,,Released,P2,S2,,UI,,,False
IO-101184,"In Webhooks,  remove the testMode field from AFE editor",2024-10-24T12:39:21.565+0530,,On hold,P4,S3,,Core,,,False
IO-101034,User is getting navigated to standalone flows integration in production env when they try to clone a flow to Standalone flows integration in Sandbox env,2024-10-23T16:05:59.525+0530,,Released,P2,S2,,UI,,,False
IO-101016,"When we hit download button on sandbox env, it is considering Production transactions also for download",2024-10-23T15:01:39.034+0530,,Released,P1,S1,,EDI,,,False
IO-101000,"For NS export, the 'Group rows' checkbox property is showing value=true even when the checkbox is not checked.",2024-10-23T13:37:59.642+0530,,Released,P2,S3,ReportedByAutomation,UI,,,False
